text1	text2	label
maybe i should add some more nuggets .	i should probably add more nukes .	1
is she really tough or what ?	where 's the computer ?	0
and i was always jealous because i did n't have mine .	you would n't .	0
the residents of the fairview county jail looked forward to every tuesday .	is anyone following her ?	0
all we want to do is help rebecca .	with a pool and a slide	0
take lindsayfor your protection , blue .	yeah , take lindsey as protection , blue .	1
you 're going to do a murder .	so , you 're gon na commit murder .	1
if i lived next to jellystone park , i 'd have a bear suit and a pic-a-nic basket .	`` we do n't know how much he 'll get for us , and if we 're dead , no one is going to pay him .	0
cam , who cares which one of us he has a crush on ?	all right .	0
but i 'm not getting any younger , you know .	but i 'm not a young man either , as you can see .	1
it 's that you ca n't care about anybody and do what you do .	you do n't care . you do n't care about anyone .	1
on the basis of relevant origin , the most distinctive organoleptic characteristics are as follows : a )	i knew you would n't leave tess alone .	0
we 're talking about a child , an environment ...	what do you do when there 's ice , you call the cops ?	0
really . like , that 's gon na be the last thing i hear ?	why do you have to be like that ?	0
the siren . everyone you love will perish .	well , either a comma or a colon .	0
presentation of the accounts …	did you see that ?	0
can you tell me anything good about your parents ?	anything good on your parents ?	1
the agent key-phrase is , it looks like it 's going to rain .	everyone calls me that .	0
you have a visitor , sheriff . is it rita hayworth ?	you got what you want ?	0
time to play with house money !	'there must be another way to go , 'said mace .	0
this type is a sub-type of surfacewater .	this type is subtype of surfacewater .	1
'you were so forlorn , gaelen .	'you have been so lost , gaelen .	1
burton gasped , shoved his chair back , and rose to face the man who had spoken .	burton yelped , shoved off his chair and hurled himself to look at the speaker .	1
ai big bear is challenging ai tim to a fight .	big bear calls on ai tim to fight .	1
i consider myself a hospitable man , hank , but my hospitality has its limits .	but my hospitality has its limits .	1
well , maybe it 's all for the best .	maybe it 's better .	1
put down your weapon down on the floor .	add to the pace , cadet neff !	0
i was right ... mimiko , you 've been doing this .	i was right , mimiko . it 's what you do .	1
you need to tell me , anyway .	you 're damn right it is , motherfucker !	0
for the purposes of this article , 'debt finance ' means	in the clinical trial of p01522 , improvements in signs and symptoms were also observed for 2 weeks .	0
in the room were furnishings that until recently were unknown in oldorando–oval tables , sofas , sideboards , rich woven rugs hanging on the walls .	the room was furnished with furniture , until recently , in oldorando , unknown - round tables , couches , loaded cabinets , richly decorated mats .	1
come home and visit , and just come and talk to dad .	we 've gotten through a lot of doors for our lives .	0
the ambassador 's distaste carried over the telephone .	even by the phone , the ambassador 's disgust was evident .	1
oh , it would spoil things if you should give me anything .	can you call it again ?	0
i had ... no idea there was so many of them .	this is not what we agreed .	0
but if you could maybe just go ten percent less shrill , that 'd really put the zip-a-dee in my doo-dah .	'damn hat-tricks ! 'said ellud , after a moment 's thought .	0
i think i was , but it 's different for every one .	this is reuben .	0
a manhattan .	manhattan ...	1
so listen , um , i wanted to apologize again for snapping at you before .	the vortex faded , and orb saw the boat .	0
nobody owns joey but joey .	joey belongs to joey .	1
barf bag ! - man , what you doin ' ? !	barf bag !	1
bilateral safeguard clause in the eu-korea free trade agreement ***i ( final vote )	bilateral safeguard clause of the eu-korea free trade agreement * * * i ( final vote )	1
all right ... come on in .	come on .	1
yes , i recognize it .	is it time for you to finish your work today ? '	0
i walked away across the snow .	i left the snow .	1
jules : we happy ?	and that 's how i became a spruce , i swear to god .	0
you 're indebted to me .	you 're indebted to me , are n't you ?	1
who is edna w. ? hello ?	all right , hang up the tapes in the last month and start with that .	0
the “ alliance of the periphery ” was a creative attempt to escape the consequences of the arab-israeli conflict .	`` no tales , my lady , because they live forever .	0
tomorrow he 'll be at victor 's service .	he 'll be at victory 's funeral tomorrow .	1
machines which can carry out different types of machining operations without tool change between such operations :	`` and why should n't it be met ?	0
desperately , lalo ransacked his memory for visions of the beauty of the gods .	lalo searched desperately for the images of the beauty of the gods .	1
simply put , keynes believed that we can not all cut our way to growth at the same time .	simply put , keynes was convinced that by cutting growth , we ca n't all of us all at once .	1
then i left ... knowing that you would forget everything about me .	linda sinclair .	0
if it ever had a face or parents , you ca n't wear it .	come and sit down .	0
i saw the color last time i looked .	i noticed the colors when i watched .	1
come on , man . you got to battle !	henry , i ca n't hear you .	0
we can not force you to take this great risk	we ca n't force you to take any chances .	1
what 's that mean , my bones are breaking ?	is that what cracks my bones ?	1
it 's my sweet spot .	what about the `` heights of positivity '' ?	0
we will both go to the exhibition .	we 'll both go to the show .	1
'where is this captain of the engineers ? '	she glanced at him .	0
if that 's the case , you 'll be out of here by tonight .	in that case , you 'll be home by evening .	1
applications concerning actions listed in article 4 of decision 2004/465/ec may qualify for community funding .	and the investigator was this close to a murder charge , ms. langdon .	0
we ’ il eat soon .	then we eat .	1
i 'm not secretive . no , it 's just my private life .	no , it 's just my personal life .	1
you detest violence .	you hate violence .	1
or never being silent ?	or they never shut up ?	1
and ... and my mom killed herself by jumping into a well .	do you want to get something to drink ?	0
under communism i had good paying job with pension , nice house and maid ...	under communism , i had a well-paid job , a pension , a nice house and a maid .	1
prisoner irwin 's in his cell .	vera irwin is in his cell .	1
yeah , they all get coffee here on a pretty regular basis .	source : data supplied by the monitoring centre .	0
look , you ca n't have everything your own way .	you ca n't have everything on your own .	1
`` i see the approach of dear friends .	`` i see that my dear friends are arriving for us .	1
i 'd sizzle up like a sausage .	i would have roasted myself as a sausage .	1
and that 's the crazy part and we have to admit that that 's true-unless we are the crazy ones .	that 's the craziness we have to take as a fact-if you and i are not crazy .	1
let go of me , you bastard !	you bastard !	1
i ca n't exactly spread it around what i 've done .	i ca n't say what i really did .	1
i know it 's not quite what you told me , but ... but it 's all i could get together .	i know it 's not as much as you said , but ... it 's all i put together .	1
i think it 's getting better .	one thing you should learn in life .	0
he 'd thrive and sire generations of fine hunter-gatherers , if an age of innocence really was at hand .	it has a heart of pure gold .	0
you hooked up with someone from the band ?	did you get someone from the band ?	1
had that promise not been valuable , there would have been no need for those applicants to participate in the cartel .	if such a promise were of no value , it would not be necessary for the applicant to participate in the cartel .	1
training :	training	1
so , i spoke with the special agent in charge , and he spoke with the u.s. attorney .	this is n't your job ?	0
i like quiche .	i like it .	1
i ai n't playing either !	i do n't either .	1
more than 30 .	so we went in and we prepared for the ride according to my instructions in the east wing .	0
hold on , hold on , hold on .	hang on .	1
i used to sit on daddy 's lap and he would read me those stories full of their vengeful gods and wondrous miraculous creatures .	`` and i know if you were in my position , i 'm sure you would n't like it , switching parking fees . ''	0
ok , thank you	all right , thanks .	1
i found jackson passed out in the alley .	high-voltage , state-of-the-art destructive power .	0
the good news is that we 're actually born smiling .	the good news is that we 're born with a smile on our lips .	1
( woman laughs ) you ever noticed how people only lash out on others because they 're afraid of what they see because they see themselves ?	i do n't remember that much in the past .	0
we 're on a marathon mission .	yes , yuri understands my hobbies .	0
`` let them sit for a while , or hang themselves . ''	honestly , boy , i 'm really surprised you 're still breathing .	0
it was nice , thanks .	it was nice .	1
i mentioned it to a couple of people at the station . –where were you attacked ? –in the parking lot of my restaurant .	i 'd like to use this time to make a toast .	0
yeah , of course we do .	of course .	1
i was really out .	i really did .	1
god 's fool - irma rausch boriska - nikolai burlyaev	when he saw that he was fleeing , he stabbed himself hard to the left and struck the dazed and beaten goblin squarely in the face .	0
it ’ s not that bad as in slagelsi in 1992 .	it 's not as bad as in slagels in '92 .	1
i 'm not signing that , because he 's not my son !	now my little friend is starting .	0
returns a character string that indicates the number format .	you were just running away from reality .	0
`` what about your head ? ''	they will say , `` what about the head ? ''	1
yes , well , the masterpieces of the louvre ... ... do n't compare to the simple pleasures of the kebab .	because my fellow stanley and i understand what is at stake .	0
no , no . it 's not too late at all .	it 's not too late .	1
“ any other captain would—but whoever arranged to put you aboard , must ’ ve known about captain van hoek ’ s feelings concerning pirates .	`` any other captain would have done it - but whoever sent you aboard this ship must have known how captain van hoek was to face the pirates .	1
but i tell you all today i would rather die a man ... ... than live for all eternity as a machine .	what 's he gon na do next ?	0
glad i do n't have to again .	i 'm glad i do n't have to .	1
she faced the commander again .	she looked at the commandant again .	1
normally , an adr scheme in the country of a financial services provider is competent to deal with consumers ' complaints .	yeah , every english department has one ... full of charm and promise .	0
resistence is futile . ... we came to free your country from jews and bolsheviks .	keep an eye on dr .	0
the klingon empire is dying .	the klingon empire chimed in .	1
yeah . why , thank you , honey .	where are they ?	0
and with everything that 's going on , i do n't want to lose sight of that .	she says she 's more than 100 years old .	0
oh , you do n't have to do that .	you do n't have to .	1
just turn the ms upside down and send them down here !	turn mok upside down and send them over !	1
you retweeted one of my comments .	you 've extended one of my comments .	1
this place is a real cock-sucking mess .	well , the eyes pick up the information that is then processed in the brain .	0
sure , um , and if it 's okay with you , he can stay at my place .	double face !	0
i ca n't do that . i ca n't act as if nothing happened .	snow vacation !	0
you 're awfully isolated how you live .	you could do it . it seems to me that you have evaporated . you 're awfully isolated when you live like this .	1
passed the car chase .	under a gruff exterior , you 're naivety .	0
so we 're doing an emergency thrombectomy ? yep .	so we 're making an emergency removal of the clot ?	1
he pressed the nozzle as the man with the zany hair thrust his knife forward .	he pressed the spray hat on the same instant that the man with the tousled was holding out his knife .	1
i only meant to distract him-i did n't think he 'd take it .	i just wanted to distract him - i did n't think he was going to take it .	1
`` a big store , '' carlos said .	`` big deal , '' carlos said .	1
eventually there began to be a hole in space , small at first , that grew and ate the stars .	suddenly there was a hole in the area , initially small , but gradually rising and eating the rest of the stars .	1
platt , is it ?	i guess i 'll see you around , musician .	0
hey there . what can i get for ya ?	28 tuesday , 8.36 a.m. madrid , spain maria followed the captain into the corridor , convinced that it would lead her to amadori .	0
go check your office .	look in your office .	1
mother : she said that she saw a man in her bedroom .	other kuwait oil and its fractions suren oil for technical or industrial purposes other than for the production of foodstuffs for human consumption ( 71 )	0
i suppose you think it was funny .	seems funny to you .	1
you should continue to use appropriate precautions to prevent this .	you have to continue with the relevant security measures to prevent this .	1
`` happiness is a golden poem. `` what ?	hey , dad !	0
did you notice i was outside the marshals ' new york office ? that i did .	did you notice i was in front of the marshals ' office ?	1
it 's about a recording , sir , if leaked , could significantly compromise national security .	i 'd love to , aunt , but ...	0
at last you 're starting to tell the truth .	there were a number of benches on which several hundred men could settle , but only two , seldon and dors were present .	0
this represents the maximum quantity of discharged substances to be expected .	this represents the maximum expected amount of discharges .	1
explanation see paragraph 11 of the opinion .	reason see point 11 of the opinion .	1
okay , well , how- how do you know this girl ?	how do you know this girl ?	1
do you mind if i borrow this ?	can i borrow this ?	1
nobody cares who 's in the limo .	the airport was hit by cho ming .	0
you call him vic ?	you call him vicky ?	1
|| 24 01 06 00 ( the global envelop )	| | 24 01 06 00 ( of the total envelope )	1
`` i 'm here , '' mara 's voice came .	we 'll find giles , he 'll know what to do .	0
he held up his beer ... he looked at the mountain that he loves , and he said , `` do n't go changin ' . ''	he picked up the beer , looked up at the mountain , and said , `` stay the same . ''	1
now the real work begins . my little fellow .	those that are dominant in our behavior can be traced back to groups of genes , and these gene groups interact with each other and our environment .	0
furthermore , premises specially designed for interviews with victims may not be available due , for example , to renovation .	floating oval	0
prepare dinner for him .	if he 's not hiding anything , he can open it .	0
the swirl eased , and orb was able to see the boat .	i 've always had a sense that your relatives ... ... are n't too happy with our marriage .	0
i 'll find out where she 's from and get them to back off .	i 'll find out where it is from and i 'll make sure they hold back .	1
this is your real gift .	this is the real present .	1
and i 'm gon na make my choice as i always do , at random .	and as always , i choose at random .	1
( 6 ) oj l 187 , 16.7.2002 , p. 25 . ( 7 ) oj l 229 , 9.9.2000 , p .	she learned how to speak to the living , understanding their overshadowed existence ; understanding their obsessive desire to submit .	0
she was just stopping by .	she just stopped by .	1
`` lift up your head `` wash off your mascara	`` you are now completely separated from the ship , '' he said .	0
baltimore , please . huh ? he was court-appointed .	he was court-appointed .	1
i do n't think i 've ever done that .	i guess i never did .	1
drink moxie , the only soft drink with the genuine moxie taste .	she looked up again at the com camera and smiled .	0
aw , darn .	oh , shit .	1
lives up in the hills somewhere .	it 's somewhere up in the hills .	1
`` well , i saw my chance and i took it . ''	`` well , i 've seen a chance , so i 'll take her down . ''	1
mr. president , with your permission , sir . what do you plan to do with che if he is captured alive ?	i put a tracking device on his car .	0
oh ... - tigers .	i was going to leave the studio .	0
ray robinson ?	ray robinson .	1
you were listening very intently , yes ...	you were listening to a great deal ...	1
i kissed her .	he was kissing her .	1
somehow the logging rights went to a multinational corporation , that cut down the forests , but only after our last government sold the land to green planet .	somehow , the rights belong to an international society that rankings the forests , but only then did the government sell the land to greene planet .	1
i need you to know ... - what i am . - sh !	i need you to know what i am .	1
she would n't have gone anywhere .	come here , corry .	0
she 's there and there and every which where , but here with her man , where she should be .	she 's here and there and everywhere , but she should be here with her husband .	1
especially with those sugary tits of yours .	i heard that even in bayview , they have hot dogs .	0
it really was .	it certainly was .	1
these positive developments in the western balkans send a strong signal of the transformative power of eu enlargement .	this positive development in the western balkans is a testament to the transforming capacity of the eu enlargement process .	1
he felt the lobes of his face flush through a range of colors as stormy emotions crossed his mind .	he felt his expressive lobe change colors consistent with choppy emotion .	1
you do n't tell me ?	why did n't you tell me ?	1
what 's going on ? man :	officially , only central services employees can do this .	0
they had a chance to leave , they stayed .	they could have gone , but they stayed .	1
why do you need all this stuff ... ?	what do you need all this for ?	1
not this time !	not now .	1
the carving was rough , worn , the deep grooves forming a chaotic web of shadows .	the cut was coarse , the deep lines forming a confused tangle of shadows .	1
i shoulda taken the money .	furthermore , the community court shall take into consideration the interests of unlawfully promoted officials .	0
would you mind if i came by to your house and spent christmas ?	do you mind if i spend christmas with you ?	1
copyright © 2004-2006	© 2004-2006 reservados	1
article 9 common position 2004/161/cfsp is hereby repealed .	i had to turn to one of your competitors to be a surprise .	0
and the column space is the orthogonal complement of the left nullspace .	and the column space is an orthogonal addition to the left zero space .	1
all right , anyone else here seeing his wife ?	all right , does anyone else have something to do with his wife ?	1
varinius . - yeah !	varinia .	1
i can make up fairy tales , too . '	i can make fairy tales , too. ``	1
i mean , um , should n't you be sitting on them or something ?	from now on , i 'm done with it ... if i survive .	0
i ’ ll start a new hartraft tradition here , asayaga .	i 'll start with a new harvard tradition , asayaga .	1
that 's a lot of sensor ability , but captain harmon 's a sneaky one .	that 's a cloud of sensor capacity , but captain harmon is a fox .	1
so it 's cats , now , eh ? dogs i knew about .	so now it 's cats , right ?	1
hey , uh , will you be working late all week ?	will you be working on the night of the week ?	1
okay , up you go .	all right , up .	1
yeah , big strip down his back .	no one said anything about burglary .	0
i 've seen worse , senior .	i 've seen worse , señor .	1
`` why did n't you ? ''	baby , when would you cough up $ 2 million ?	0
how can you feel okay about this ?	how can you be so cool about that ?	1
the empire might be down , but it was not out .	go to your room and stay there .	0
`` no , sir .	do you recognize this face ?	0
none of them noticed the crow that had fluttered down to a telephone wire on the far side of the road .	no one noticed the crow flying down the phone line on the other side of the road .	1
where are you ? - running .	many scientific troops are speaking publicly against you .	0
at first charming thought it was an echo .	you 're gon na have a fucking wedding .	0
`` i think we shall have to work out other pieces , '' orb said .	well , this is certainly an improvement .	0
don 't hang up .	chewbacca !	0
your tiger and crane style has no effect on me	changes the font size directly - without using named sizes .	0
to his relief , he found a winding staircase beyond the doorway that spiraled upward .	but i can figure out a way to turn it off .	0
all right . do n't you have keys , damn it ?	all right , so help your sister ... ... clean up the damn flat !	0
everything was sunshine and brightness and all his insides seemed to want to slip out of the hole the dog had torn in him .	he felt the hard vertebrae of his lumbar spine over the browning .	0
'l know you have a little strength , yet you have kept my word and have not denied my name . '' '	for you have little power , but you have maintained my word and you have not denied my name. ``	1
in the wound and on the clothes .	truth in everyday matters .	0
if bellamy appears ...	if bellamy turns up ...	1
let 's hope mankiewicz saw him do it .	you better hope mankiewicz saw it .	1
i think i ’ ve said almost everything that needs to be said about this story in the introduction .	i feel like nearly everything about this story needs to be said , i 've said at the outset .	1
i just did n't want you out there in the world not knowing how i feel .	i just did n't want you to go into the world without knowing what i felt .	1
if i can just say this :	i 'll just say this :	1
there was a smell in the room now , faint but growing .	you did n't even notice the car was moving ?	0
outlying towns and rural areas , perhaps because of a lack of common sewage and water systems , were affected less rapidly .	let 's cut the crap , will ya , harry ?	0
it 's appropriate . he betrayed you .	he 's a good one , he 's betrayed you .	1
it also gives a detailed analysis of trends and specific cases for the most important users of the instrument .	`` this group is preparing some action here , on trantor , perhaps against hari seldon . ''	0
it needs to reach 3,000 degrees , malcolm .	they have to reach 3,000 degrees at first , malcolm .	1
not before saturday .	first saturday ... or friday .	1
nevertheless , underperformance remains and addressing low achievement is now urgent .	jess takes the grenades and goes to investigate .	0
this is kate and terry . - oh , lovely to meet you .	someone paid for you !	0
l-i 'm so , so sorry .	i 'm sorry .	1
he 's the only one who know the truth about these things .	do you have any idea where we 're going , or are you just passing by ?	0
dgnss receiver ) 0 = low ( > 10 m ; autonomous mode of e.g .	position accuracy 1 = position 1 = high ( 10 m ; autonomous mode , e.g. , gnss receivers or other positioning ) ; default = 0 .	1
hard to believe what they would do to show the extent of their talent .	you would n't believe what they 're capable of showing the breadth of their talents .	1
over the past few weeks , they 've bought the entire moroccan loan .	over the course of the last few months they had stolen the entire moroccan loan .	1
my white skin and gray eyes always arouse comment in cities where i am not known .	they circled each other , their bare feet making squeaky noises on the floor and watched the watch closely watching the slightest flaw in the cover .	0
you get used to it .	when no one called her for a third time , she opened the door .	0
matan : alicia .	mo was in a hole so often he developed a regular escape plan .	0
do n't bother , i 'm going .	do n't bother .	1
he tell you i quit ?	did he tell you i left ?	1
now ! - okay , let me get my bag !	okay , i 'll just get my bag .	1
mr. maccready and his wife from lreland .	there was power in the wide world , and there were wars in the far east , and fear grew .	0
saving file with a new filename ...	saving a file under another name ...	1
hey , guy .	oh , i forgot .	0
clarke was coming to tarkington to get an honorary grand contributor to the arts and sciences degree .	clarke was arriving in tarkington for the honorary title of grand proponents of humanities and natural sciences .	1
i ca n't resist this environment	mym knows he must get ligeia out before satan runs out .	0
well , good night , mr. grisby .	good night .	1
kissoon glanced towards the schism , and the freight being brought by the tide .	kysoon glanced at the passage to what the tide was bringing .	1
it 's really funny !	back in fact , he was really rude .	0
i 've never thought about that	`` excuse me , your excellency . ''	0
what 'd you do tonight ?	what were you doing today ?	1
i mean , they must have realized that , as soon as she regained consciousness , she 'd tell us where she was .	they had to realise that once he had regained consciousness , he would tell us where she was .	1
brock said he had n't seen micah for five years .	no harm done .	0
the customs office referred to in paragraph 2 shall complete the box reserved for its use on the original and return it to the person concerned .	you had nothing to do with this atrocity , do you understand ?	0
i 've got a gift for you that will help you forget all the bad things	i still do n't know what those two italians were singing about .	0
we 'll leave as soon as it gets here .	we 'll leave as soon as she 's ready .	1
leckie was just covering .	leckie was just covering for me .	1
i 've never seen you work out there before .	i 've never seen you in practice before .	1
it 's a funny feeling , being took under the wing of a dragon .	it 's an interesting feeling to be accepted under the wings of a dragon .	1
my dad is not on the scene .	my father 's not there .	1
he is not your man .	he 's not your husband .	1
jesus christ . - ale you okay ?	hey !	0
i 'm not sure that 's a good idea , mr. d. he 's got better .	it 's not a good idea , mr. d .	1
good to see you .	oh , look .	0
only two more feet to go before the steadily swinging cage would cut into the water and slow down again to a standstill .	only two feet left before the dangling cage was stopped by the water and stood again .	1
2009 18:36 , week 24 ( even )	and sense and courage to address any mysterious meeting of humanity .	0
the sisters never laid a finger on andy again .	the nurses never touched andy again .	1
`` what do you want me to do ? '' i asked .	when the song of beowulf is sung .	0
that came from below . the boiler .	it came from below .	1
this last was a guess , based on his age and walk , but she could tell from his eyes she 'd struck home .	`` the police , by the description , found out he was from our group , and they came to be informed .	0
could you be at the dylan in one hour ?	all right , let 's get this through here .	0
i got you . but you 're sunburned ?	i got you .	1
for a dog ?	10,000 for a dog ? !	1
speak of the devil .	the words of the devil .	1
according to chapter four , yeah ,	yes , it was in the fourth chapter .	1
let me go ! this is what he wants .	rallo 's lost ?	0
you -- much damage ?	maybe a little unusual , but if you open up , you 'll like it .	0
at the same time it abolishes a number of direct payment schemes as from 2010 .	at the same time , several existing direct payments schemes have been repealed since 2010 .	1
categories of holdings should be officially recognised by the competent authority as trichinella -free , provided specific conditions are met .	the shared music name ' % s ' does not exist . the name is not specified .	0
you seem delighted .	i do n't know the answers .	0
on own resources	hey , lexie , do you think i did good with that duluth thing ?	0
you want to tell me what the hell 's going on ?	tell me what 's going on .	1
it was a difficult shoot , but i 'm thankful to be home .	the photo shoot was difficult , but i 'm home .	1
cassie : we have to find her .	well , if it means anything to you , you have a seat in my lounge .	0
he 's just fucked off and left me .	we take it so he has a lead .	0
it was razkuli , dead a long time , stealing wistful glances at the old , living hell-hound haunts .	i want a divorce .	0
'let 's start again . '	`` let 's start again . ''	1
aha . no , um ... a-actually , it was for self-defense .	well , um , that 's for self-defense .	1
owen , you have to see what 's on a-listerz.com .	that 's one of those biochondria we seized cheshire .	0
i could n't help that .	i could n't help myself .	1
mao , indeed , called domestic spying `` an invisible magic weapon . ''	still , you 're going to have to swim to helgoland , where you 're filming the scene of your death .	0
1602 [ .32 +.39 ] a kg s 10.13.15.45 z prepared or preserved meat of swine : hams and cuts thereof ( excluding prepared meals and dishes )	1602 [ .32 + .39 ] a kg s 10.13.15 .	1
think we can get the times to run it ?	do you think the times will give it to us ?	1
him too , all right ?	son of a bitch !	0
hold that elevator .	enter the elevator .	1
i 'm scared . do you understand ?	i 'm scared .	1
i 'm in heaven .	i 'm in seventh heaven .	1
you just tell that adorable maxipoo	everyone you love dies .	0
ktarian chocolate puff .	ktarian chocolate foam .	1
the stuff we had was really good .	we were really good .	1
`` you bloody traitor ! '' he hissed .	well , that 's just not what mr. tanaka told me today .	0
you 're not the one with the oversized buttons on the telephone .	you 're not the one who has to have excessive buttons on the phone .	1
are you also going to be king when you grow up ?	he could have hurt her , even if he had the same symptoms as yours .	0
it 's not my fault if there 's no peace .	it 's not my fault it 's not quiet .	1
i think he 's in sydney working on the sydney harbour tunnel .	now he 's working on a tunnel in sydney .	1
and now ... she 's gon na take me to a whole new playground .	terrible .	0
archer : can we have the radio ?	can you turn the radio on ?	1
they went back to desert dust swiftly after death , but those crumbling hulks which fremen chanced upon filled the observers with terror .	soon after the death they fell apart again in the desert dust , but the decaying mountains the fremen occasionally encountered were filled with terror .	1
this is fremont .	i have a big bernie in my back .	0
if i made any mistakes , i did n't do them on purpose .	if i was wrong , i did n't do it on purpose .	1
`` if you gentlemen are looking for a good time— ''	`` if the gentlemen are looking for an afterthought - ''	1
well , the thing is ... ... jack would n't do that .	jack would n't do this .	1
that or some sort of hooved creature stole the keys themselves and ... proceeded to kill someone .	it 's either that , or a hoodlum stole the keys by himself and ... then killed someone .	1
now , listen to me . call me as soon as you get there .	you 're a cop !	0
considered ... is therea word for budget in danish ?	that 's just a small price for your off-road cars and wide-screen screens , for your bloody diamonds , stylish jeans , for your ridiculously spectacular mansion .	0
we were in a car accident .	subject : recognition of state recognition brands and euro coins by turkey answer from the commission ( 7 april 2006 )	0
oh , everything was just so different then , molly .	his hair , cut on the hedgehog , was of polished iron , though he was not yet thirty .	0
this jeopardizes everything .	19 the applicants proposed the adoption of an organisational procedure for the purpose of the submission of various documents by the commission .	0
i wo n't take up any more of your time .	i wo n't keep you any longer .	1
and you need to know that i 'm in love with you , and i want you to choose me instead of him .	where applicable , changes to the conditions of the marketing authorisation	0
forward now , my mighty steed !	rachel , stop !	0
get him ! come on .	invalid service name .	0
listen , hermione 's my best- two of my best friends !	oh , my god . come on .	0
he ran from the cabinet room and jogged down the carpeted hallway toward the oval office .	he ran out of the room and trotted down the corridor , covered in carpet , to the oval office .	1
pass mark : 3 for each competency and an aggregate of 40 out of 70 for all 7 general competencies .	3 points for each ability and 40 points from 70 to sum up all points in all 7 general capabilities .	1
relief of symptoms ( especially pain relief ) may not be experienced until after several weeks of treatment and in some cases even longer .	it sounded almost frosty .	0
it 's been too long since you and i have created art together .	it 's been a long time since we 've made art together .	1
sid vicious , you remember , from the sex pistols . hello , mom .	sid vicious , you remember the sex pistols .	1
excuse me for interfering , but i do n't think that anyone can prove such a thing	everything went smoothly .	0
to a kid ?	the baby ?	1
plse tell me that there 's a severed head in that bag and you want me to hide it .	please tell me you have someone else 's head in that bag and you need to hide it .	1
humalog kwikpen takes effect rapidly and has a shorter duration of activity ( 2 to 5 hours ) given subcutaneously as compared with regular insulin .	the humalog kwikpen works rapidly and shorter after subcutaneous administration ( 2-5 hours ) compared to normal human insulin .	1
you , jacket .	hey , your coat .	1
someone got out and someone told verne .	the toxic properties of the non-essential vehikul should be known before the test , and if they are not known , they should be determined in advance .	0
who put you up to this ?	who sent you ?	1
you have n't seen my new mexico there .	he has n't seen new mexico yet .	1
tell me about these properties you showed him .	tell me about the places you showed him .	1
what ? i want you .	'get that out of me right now ! 'said the dean hysterically .	0
so we 're going with the conspiracy theorist .	so we come up with conspiracy theories .	1
but if they are ours , they 've kept them a close secret .	but if they 're ours , they kept them pretty under wraps .	1
then the pursuit was all behind them and the only thing ahead was the slim spire of the _pride of darkhan_ .	then the chase was over , and only a slim dowager of darkhan 's hair loomed in front of them .	1
yeah . yeah , i did .	yeah , i guess .	1
and he could n't be more into you .	come on , the boss wants to talk to you .	0
this family is going to own an n.f.l . team , all right ?	there were times when it was very hard .	0
if his story is really a confession ...	i 'm not going to call tara .	0
he 's trying to avoid eating one of my wife 's homemade donuts .	skilgannon was silent , but the surprise replaced surprise , and his expression softened .	0
it started just this morning . - fourth floor ?	and you 're johnson , right ?	0
why does it have to be zany ?	and why does she have to be crazy ?	1
yeah , i frosted my hair , but it looks good .	coffee , please .	0
too much smoke .	'you could tell me a tale , 'said creosote .	0
if you miss a dose of yervoy it is very important for you to keep all your appointments to receive yervoy .	i say he does , but domenick is sure the woman led us there .	0
i do n't care what it is , she should have been there .	i do n't care what it is .	1
always alone , his soul oscillated , first on the side of death , then on the side of life , doggedly .	he was still alone , and his soul staggered out of life on the side of death , kicking back .	1
plus , and i must be honest here ,	it 's beautiful , your kung fu .	0
i used to be afraid of you . but i do n't think i am any more .	i used to be scared of you , but not anymore .	1
it does now appear ... to be a major attack .	now it looks like a massive attack .	1
keanu 's first trip back ... ... to the matrix once his veilhas been lifted from his eyes .	keane 's first trip back to the matrix when the veil was revealed before his eyes .	1
one near to the lake was shuddering .	there was one of them standing near the lake .	1
doug : thanks , man .	thanks , man .	1
it 's not -- it does n't matter what causes it .	no matter what causes it .	1
and she 's clinging to the nearest passer-by she 's lost control	crickett , i 've always picked ...	0
and in addition , he will need to provide a certain instrument .	his private survey showed that fowler was 14 points ahead of him .	0
his only hope is his history final tomorrow . if he fails that ,	why do they go to school all the time ?	0
look at you , biggie smalls . goddamn .	look at you , tusk .	1
seduction ner impossible forel generalissimo .	seduction is not impossible for generalissimo .	1
the other 's gaunt arm lifted as if to ward off a ghost .	his friend , however , only raised his gaunt arm as if to ward off the ghost .	1
no , no , she 's the one who should be going to jail	no , no , she should go to jail .	1
but they 're not full-time military men .	but they 're not real professional soldiers .	1
when are we gon na start busting decepti-chops ?	when do we start with the catch-up decepticons ' push ?	1
okay , assuming for half a second that that 's even possible , how do you do that without killing him ?	if i took the chance to escape with a bag of money ?	0
wing	wing !	1
you 'd rather sit here in terror and squeeze out a few more wretched days of life than die fighting honorably for a chance at freedom ?	would you rather be cowering in terror to get a couple of miserable days of life , rather than fighting for the chance to gain freedom ?	1
our relationship should be more important than business deals or secret societies .	look , our relationship should be more important than trade agreements or clandestine alliances .	1
no need to use violence , man .	no violence .	1
`` and my little girl was there , too .	it 's all around us , still .	0
you want to dump me ?	did you want to ditch me ?	1
yeah , but i love you because you 're a mess .	perhaps if you had given me a name ...	0
and you think hexachlorobenzene could do this ?	the captive looked like a handsome forty-year-old , wearing a tattered brown silk tunic and trousers .	0
it was hard to move closer .	i only told them because i have n't had much luck in relationships lately , and i 'm not looking for anything new .	0
ca n't i try ? - yeah , you can .	they 're hanging out with your dad in the seventh heaven .	0
